name,website,actual-website,address,company-overview
DCUK,https://homeandgift.co.uk/exhibitor/dcuk,www.dcuk.com,United Kingdom,"Inspired by character, crafted by hand. DCUK is The Original Wooden Duck Company. To us, that means creating products of exceptional quality and charm.We're proud of the care that goes into our ducks and feathered friends - each and every one reared by hand and brimming with personality. Designed in Devon Inspired by beloved stories and chance encounters, our creative team always face a tough job choosing from our designer's most loveable characters. Hand-carved We work with skilled sculptors and artists in Indonesia where each character is individually carved by hand using locally harvested bamboo root. Hand-painted A pair of spotty welly boots here, a tiara or peaked cap there, every defining detail is skilfully painted before making its journey back to the rolling hills of Devon. Finishing touches When we're satisfied he or she has achieved that special breed of Duck Company charm, we choose a fitting name and awared the DCUK pin, a mark of exceptional quality and irrepressible personality. Visit us at www.dcuk.com"
Devaiya Oils,https://homeandgift.co.uk/exhibitor/devaiya-oils,www.devaiyaoils.uk,"Leeds, United Kingdom",description
Dimbleby Ceramics,https://homeandgift.co.uk/exhibitor/dimbleby-ceramics,www.dimblebyceramics.co.uk,"Stoke-on-Trent, United Kingdom",description
Disney by Couture Kingdom,https://homeandgift.co.uk/exhibitor/disney-by-couture-kingdom,www.couturekingdom.co.uk,"Sutton Coldfield, United Kingdom","Couture Kingdom (formerly Disney Couture) brings you an officially licensed collection of on trend jewellery inspired by classic Disney animation and films. Evoking nostalgia in each design, there is an accessory for every Disney loving fan. Bold and whimsical, or elegant and romantic, Couture Kingdom allows you to bring Disney flair into your everyday style. Couture Kingdom offers its core collection in 14 carat gold plating; in yellow, white and rose gold. A heavy duty plating means a high quality long lasting finish. Our jewellery is nickel-free and our earring posts are titanium. All Couture Kingdom jewellery is presented in branded Disney packaging."
Dolphin Minerals,https://homeandgift.co.uk/exhibitor/dolphin-minerals,www.dolphinminerals.com,United Kingdom,description
Dora Designs,https://homeandgift.co.uk/exhibitor/dora-designs,www.dora.co.uk,"Stamford, United Kingdom","Dora Designs Ltd design exquisite gift products for the home, which are unique, functional and most of all very appealing. Dora’s characters are created using high quality, durable fabrics, lovingly selected by Angela, Dora’s founder and Design Director. Angela’s wonderful collection of adorable animal inspired designs have been transformed into Doorstops, Draught Excluders, Paperweights, Key Rings, Trophy Heads and Footstools. With so many designs to choose from Dora’s products make excellent presents and are sure to bring a smile! www.dora.co.uk"
Doughnut,https://homeandgift.co.uk/exhibitor/doughnut,website,"Sevenoaks, United Kingdom",description
Dunoon,https://homeandgift.co.uk/exhibitor/dunoon,website,United Kingdom,description
D&X Ltd,https://homeandgift.co.uk/exhibitor/dx-ltd,website,"London, United Kingdom",description
Earth Squared Ltd,https://homeandgift.co.uk/exhibitor/earth-squared-ltd,www.earthsquared.com,United Kingdom,"Wow - what a disappointment that our favourite trade fair of the year isn't happening! Worry not, however, as you can view the brand new AW20 collections from Earth Squared on our website (visit earthsquared.com and click on trade) or our brochure. We are also happy to send a 'no obligation' sample pack if that helps. Our new collections feature gorgeous new oilcloths, tweeds, canvas' and velvets - all with Earth Squared's reputation for superb quality and details that delight. And as we appreciate that things are so uncertain right now, take advantage of very low MOQs and values - and quick delivery for when you need it. Call us on 01620 892289 or email sales@earthsquared.com for further information. Wishing you all the best. Earth Squared"
Eastern Counties Leather,https://homeandgift.co.uk/exhibitor/eastern-counties-leather,website,"Cambridge, United Kingdom",description
East Of India Ltd.,https://homeandgift.co.uk/exhibitor/east-of-india-ltd,www.eastofindia.co.uk,"Folkestone, United Kingdom",description
EastWest,https://homeandgift.co.uk/exhibitor/eastwest,www.eastwest.co.uk,"Hemel Hempstead, United Kingdom",A fresh face in the world of gifting. Come and see the 2018 Gift of the Year winner and their new ranges
Ecochic,https://homeandgift.co.uk/exhibitor/ecochic,www.eco-chic.eu,United Kingdom,"Simple, hard-wearing accessories designed for you and the planet. At Eco-Chic, our goal is to create products to help you make the little changes that add up in the fight against throw away culture. - Eco-Friendly - High Quality - Trendy; Qwerky Designs"
Eddingtons Ltd,https://homeandgift.co.uk/exhibitor/eddingtons-ltd,www.eddingtons.co.uk,United Kingdom,description
Edinburgh Honey Co.,https://homeandgift.co.uk/exhibitor/edinburgh-honey-co,www.miod.co,"Edinburgh, United Kingdom",description
Egos,https://homeandgift.co.uk/exhibitor/egos,website,"Ringsted, Denmark","egos-cophenhagen make slippers for the whole family. The slippers are 100% handmade, and are made of natural wool, with a sole made of suede. The natural properties of wool make the material ideal for slippers. egos slippers are designed in Denmark and manufactured in Nepal. We also sell knitted has and mittens in the finest Merino wool, also handmade. This year we introduce something brand new. A sneaker made in the finest Merino wool egos-copenhagen are certified as a Fair Trade Guaranteed member of the World Fair Trade Organization"
Elegant By Design,https://homeandgift.co.uk/exhibitor/elegant-by-design,website,"London, United Kingdom",description
Eliza Gracious Ltd,https://homeandgift.co.uk/exhibitor/eliza-gracious-ltd,www.elizagracious.com,"Cardiff, United Kingdom","Eliza Gracious showcase their new Autumn/Winter 19 collection at Home & Gift with Jewellery, Scarves, Bags, Purses, Bag Charms and Sunglasses."
Elran Ltd,https://homeandgift.co.uk/exhibitor/elran-ltd-acb7035c,www.elran.co.uk,"London, United Kingdom",description
Emagination Store,https://homeandgift.co.uk/exhibitor/emagination-store,website,address,description
Emart Buy,https://homeandgift.co.uk/exhibitor/emart-buy,website,"Birmingham, United Kingdom",description
Emily Smith Ltd,https://homeandgift.co.uk/exhibitor/emily-smith-ltd,www.emily-smith.uk,"Exeter, United Kingdom","Emily Smith is a British brand that launched in 2018. Emily is a dairy farmer's wife and mother to two fantastic children, her venture all started with a painting she did for her son’s bedroom. She then stepped out of her comfort zone from a simple canvas to pursue and grow her love for design. She has now curated a collection of luxury homewares and accessories,one to make a person smile. Each of Emily’s designs brings character and charm, inspired by the imaginations of her children, William and Livy, and from living in the beautiful Devon countryside. Emily is proud to support British manufacturing and she has a real passion for combining colour, fun and quality. Discover her passion..."
Emily Victoria Candles,https://homeandgift.co.uk/exhibitor/emily-victoria-candles,www.emilyvictoriacandles.co.uk,"Altrincham, United Kingdom","My name is Emily Victoria, I graduated university in 2015 after studying a BA (Hons) in Photography, however I had other ambitions and with a passion for all things scented I set upon a new adventure and founded my own company, Emily Victoria Candles. At the age of 21 I started experimenting and creating strong; true to life scents with the unique ability to transport you back in time, triggering heart-warming memories and emotions. Initially I started with 7 scents and boiling pots of wax in Mums’ kitchen. The weekends were then spent attending local handmade artisan markets. Within 12 months I had successfully created and launched a range of wax melts in over 100 scrumptious scents. I would have never believed three years on Mum would be working along side me, in our own premises! Still to this day, all products are hand crafted in small batches, made with oodles of care and attention within the heart of Cheshire. As a brand we are proud to announce all of our wax melts are vegan friendly, offering a home fragrance solution to an even wider audience. Our melts are an alternative way to fragrance your home, allowing customers the opportunity to switch up their scents at a moments notice. We feel we can offer a new and exciting product to the market, giving customers an affordable, fun and exciting experience, which does not compromise on either luxury or quality. All of our products are highly scented using the finest of ingredients. We have even improved our packaging to make sure our pots are made using 100% recycled raw material which then can go onto being 100% recycled, we’ve even added a euro tab for ease of display. We’ve since expanded our range which now includes, room sprays, diffuser oils, candles, bath bombs, reed diffusers and our latest product soap sponges."
